,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
1885076,2018-12-16T18:02:46.600,71.96,26.41,3.55,1.52,0.36,275.92,281.78,None,32386.0,Mason Crosby,2.0,K,away,20,2018121603,35,left
1885077,2018-12-16T18:02:46.700,71.62,26.49,3.54,1.69,0.36,272.21,285.35,None,32386.0,Mason Crosby,2.0,K,away,21,2018121603,35,left
1885078,2018-12-16T18:02:46.800,71.28,26.6,3.55,1.72,0.36,270.04,288.55,None,32386.0,Mason Crosby,2.0,K,away,22,2018121603,35,left
1885079,2018-12-16T18:02:46.900,70.94,26.72,3.59,1.7,0.36,270.04,291.8,None,32386.0,Mason Crosby,2.0,K,away,23,2018121603,35,left
1885080,2018-12-16T18:02:47.000,70.61,26.87,3.61,1.65,0.36,266.77,295.1,None,32386.0,Mason Crosby,2.0,K,away,24,2018121603,35,left
1885081,2018-12-16T18:02:47.100,70.28,27.03,3.63,1.47,0.36,265.16,297.75,None,32386.0,Mason Crosby,2.0,K,away,25,2018121603,35,left
1885082,2018-12-16T18:02:47.200,69.96,27.21,3.63,1.2,0.36,263.75,299.38,None,32386.0,Mason Crosby,2.0,K,away,26,2018121603,35,left
1885083,2018-12-16T18:02:47.300,69.64,27.38,3.63,0.9,0.36,263.75,300.09,None,32386.0,Mason Crosby,2.0,K,away,27,2018121603,35,left
1885084,2018-12-16T18:02:47.400,69.33,27.57,3.64,0.76,0.37,262.22,301.26,None,32386.0,Mason Crosby,2.0,K,away,28,2018121603,35,left
1885085,2018-12-16T18:02:47.500,69.02,27.77,3.63,0.77,0.37,262.88,302.72,None,32386.0,Mason Crosby,2.0,K,away,29,2018121603,35,left
1885086,2018-12-16T18:02:47.600,68.71,27.96,3.59,0.77,0.36,263.53,303.41,None,32386.0,Mason Crosby,2.0,K,away,30,2018121603,35,left
1885087,2018-12-16T18:02:47.700,68.41,28.17,3.57,0.79,0.36,264.28,304.52,None,32386.0,Mason Crosby,2.0,K,away,31,2018121603,35,left
1885088,2018-12-16T18:02:47.800,68.12,28.38,3.54,0.77,0.36,265.23,305.39,None,32386.0,Mason Crosby,2.0,K,away,32,2018121603,35,left
1885089,2018-12-16T18:02:47.900,67.83,28.59,3.52,0.73,0.36,268.02,305.96,None,32386.0,Mason Crosby,2.0,K,away,33,2018121603,35,left
1885090,2018-12-16T18:02:48.000,67.55,28.8,3.49,0.73,0.35,270.78,306.6,None,32386.0,Mason Crosby,2.0,K,away,34,2018121603,35,left
1885091,2018-12-16T18:02:48.100,67.27,29.0,3.4,0.87,0.34,270.78,306.9,None,32386.0,Mason Crosby,2.0,K,away,35,2018121603,35,left
1885092,2018-12-16T18:02:48.200,66.99,29.21,3.41,0.69,0.35,273.67,306.99,None,32386.0,Mason Crosby,2.0,K,away,36,2018121603,35,left
1885093,2018-12-16T18:02:48.300,66.72,29.42,3.37,0.64,0.34,277.27,307.34,None,32386.0,Mason Crosby,2.0,K,away,37,2018121603,35,left
1885094,2018-12-16T18:02:48.400,66.46,29.63,3.36,0.63,0.34,281.28,308.75,None,32386.0,Mason Crosby,2.0,K,away,38,2018121603,35,left
1885095,2018-12-16T18:02:48.500,66.19,29.85,3.37,0.67,0.34,284.17,310.42,None,32386.0,Mason Crosby,2.0,K,away,39,2018121603,35,left
1885096,2018-12-16T18:02:48.600,65.94,30.08,3.45,0.7,0.35,284.17,312.17,None,32386.0,Mason Crosby,2.0,K,away,40,2018121603,35,left
1885097,2018-12-16T18:02:48.700,65.68,30.31,3.47,0.69,0.35,282.29,313.17,None,32386.0,Mason Crosby,2.0,K,away,41,2018121603,35,left
1885098,2018-12-16T18:02:48.800,65.43,30.55,3.51,0.6,0.35,282.29,314.04,None,32386.0,Mason Crosby,2.0,K,away,42,2018121603,35,left
1885099,2018-12-16T18:02:48.900,65.18,30.8,3.53,0.56,0.35,281.1,315.2,None,32386.0,Mason Crosby,2.0,K,away,43,2018121603,35,left
1885100,2018-12-16T18:02:49.000,64.93,31.05,3.52,0.38,0.35,284.24,315.34,None,32386.0,Mason Crosby,2.0,K,away,44,2018121603,35,left
1885101,2018-12-16T18:02:49.100,64.68,31.3,3.5,0.41,0.35,290.15,315.56,None,32386.0,Mason Crosby,2.0,K,away,45,2018121603,35,left
1885102,2018-12-16T18:02:49.200,64.44,31.55,3.48,0.55,0.35,292.87,316.52,None,32386.0,Mason Crosby,2.0,K,away,46,2018121603,35,left
1885103,2018-12-16T18:02:49.300,64.2,31.81,3.5,0.53,0.35,289.64,317.22,None,32386.0,Mason Crosby,2.0,K,away,47,2018121603,35,left
1885104,2018-12-16T18:02:49.400,63.96,32.07,3.5,0.46,0.35,286.72,316.76,None,32386.0,Mason Crosby,2.0,K,away,48,2018121603,35,left
1885105,2018-12-16T18:02:49.500,63.72,32.31,3.4,0.76,0.34,287.31,315.48,kick_received,32386.0,Mason Crosby,2.0,K,away,49,2018121603,35,left
1885106,2018-12-16T18:02:49.600,63.47,32.54,3.31,1.0,0.33,280.47,313.77,None,32386.0,Mason Crosby,2.0,K,away,50,2018121603,35,left
1885107,2018-12-16T18:02:49.700,63.22,32.76,3.29,1.16,0.34,274.87,310.85,None,32386.0,Mason Crosby,2.0,K,away,51,2018121603,35,left
1885108,2018-12-16T18:02:49.800,62.96,32.96,3.22,1.43,0.33,273.44,307.61,None,32386.0,Mason Crosby,2.0,K,away,52,2018121603,35,left
1885109,2018-12-16T18:02:49.900,62.7,33.14,3.17,1.81,0.32,271.03,303.12,None,32386.0,Mason Crosby,2.0,K,away,53,2018121603,35,left
1885110,2018-12-16T18:02:50.000,62.42,33.3,3.16,1.95,0.32,270.01,298.18,None,32386.0,Mason Crosby,2.0,K,away,54,2018121603,35,left
1885111,2018-12-16T18:02:50.100,62.13,33.43,3.12,2.29,0.31,259.44,292.69,None,32386.0,Mason Crosby,2.0,K,away,55,2018121603,35,left
1885112,2018-12-16T18:02:50.200,61.84,33.53,3.08,2.38,0.31,253.42,286.83,None,32386.0,Mason Crosby,2.0,K,away,56,2018121603,35,left
1885113,2018-12-16T18:02:50.300,61.54,33.61,3.08,2.38,0.31,248.91,280.96,None,32386.0,Mason Crosby,2.0,K,away,57,2018121603,35,left
1885114,2018-12-16T18:02:50.400,61.23,33.64,3.1,2.4,0.31,247.71,274.8,None,32386.0,Mason Crosby,2.0,K,away,58,2018121603,35,left
1885115,2018-12-16T18:02:50.500,60.91,33.65,3.16,2.4,0.32,245.11,269.15,None,32386.0,Mason Crosby,2.0,K,away,59,2018121603,35,left
1885116,2018-12-16T18:02:50.600,60.59,33.63,3.19,2.32,0.32,245.11,263.9,None,32386.0,Mason Crosby,2.0,K,away,60,2018121603,35,left
1885117,2018-12-16T18:02:50.700,60.27,33.58,3.26,2.1,0.33,243.43,259.67,None,32386.0,Mason Crosby,2.0,K,away,61,2018121603,35,left
1885118,2018-12-16T18:02:50.800,59.95,33.51,3.31,1.94,0.33,240.75,255.57,None,32386.0,Mason Crosby,2.0,K,away,62,2018121603,35,left
1885119,2018-12-16T18:02:50.900,59.63,33.41,3.36,1.97,0.34,234.42,250.97,None,32386.0,Mason Crosby,2.0,K,away,63,2018121603,35,left
1885120,2018-12-16T18:02:51.000,59.31,33.29,3.38,1.89,0.34,230.84,247.02,None,32386.0,Mason Crosby,2.0,K,away,64,2018121603,35,left
1885121,2018-12-16T18:02:51.100,59.01,33.14,3.39,1.9,0.34,228.27,242.68,None,32386.0,Mason Crosby,2.0,K,away,65,2018121603,35,left
1885122,2018-12-16T18:02:51.200,58.71,32.97,3.43,1.97,0.34,224.65,238.23,None,32386.0,Mason Crosby,2.0,K,away,66,2018121603,35,left
1885123,2018-12-16T18:02:51.300,58.43,32.77,3.46,2.08,0.35,224.65,233.74,None,32386.0,Mason Crosby,2.0,K,away,67,2018121603,35,left
1885124,2018-12-16T18:02:51.400,58.16,32.55,3.5,2.14,0.35,221.97,229.6,None,32386.0,Mason Crosby,2.0,K,away,68,2018121603,35,left
1885125,2018-12-16T18:02:51.500,57.9,32.32,3.54,2.06,0.35,219.17,225.44,None,32386.0,Mason Crosby,2.0,K,away,69,2018121603,35,left
1885126,2018-12-16T18:02:51.600,57.66,32.05,3.6,2.1,0.36,214.05,220.98,None,32386.0,Mason Crosby,2.0,K,away,70,2018121603,35,left
1885127,2018-12-16T18:02:51.700,57.43,31.77,3.62,2.09,0.36,210.79,216.74,None,32386.0,Mason Crosby,2.0,K,away,71,2018121603,35,left
1885128,2018-12-16T18:02:51.800,57.23,31.47,3.64,2.06,0.36,208.55,212.67,None,32386.0,Mason Crosby,2.0,K,away,72,2018121603,35,left
1885129,2018-12-16T18:02:51.900,57.04,31.16,3.67,1.86,0.37,206.69,209.28,None,32386.0,Mason Crosby,2.0,K,away,73,2018121603,35,left
1885130,2018-12-16T18:02:52.000,56.87,30.83,3.73,1.64,0.37,204.51,206.39,None,32386.0,Mason Crosby,2.0,K,away,74,2018121603,35,left
1885131,2018-12-16T18:02:52.100,56.7,30.49,3.76,1.33,0.38,203.82,204.41,None,32386.0,Mason Crosby,2.0,K,away,75,2018121603,35,left
1885132,2018-12-16T18:02:52.200,56.55,30.14,3.77,1.17,0.38,202.09,202.28,None,32386.0,Mason Crosby,2.0,K,away,76,2018121603,35,left
1885133,2018-12-16T18:02:52.300,56.41,29.79,3.74,0.96,0.38,199.78,201.17,None,32386.0,Mason Crosby,2.0,K,away,77,2018121603,35,left
1885134,2018-12-16T18:02:52.400,56.29,29.43,3.75,0.96,0.38,196.99,199.21,None,32386.0,Mason Crosby,2.0,K,away,78,2018121603,35,left
1885135,2018-12-16T18:02:52.500,56.17,29.08,3.73,0.94,0.38,195.17,197.81,None,32386.0,Mason Crosby,2.0,K,away,79,2018121603,35,left
1885136,2018-12-16T18:02:52.600,56.06,28.72,3.71,0.93,0.38,194.29,196.48,None,32386.0,Mason Crosby,2.0,K,away,80,2018121603,35,left
1885137,2018-12-16T18:02:52.700,55.95,28.36,3.64,0.95,0.37,192.98,195.78,None,32386.0,Mason Crosby,2.0,K,away,81,2018121603,35,left
1885138,2018-12-16T18:02:52.800,55.85,28.01,3.6,0.87,0.37,192.98,195.57,None,32386.0,Mason Crosby,2.0,K,away,82,2018121603,35,left
1885139,2018-12-16T18:02:52.900,55.76,27.66,3.56,0.88,0.36,192.35,194.67,None,32386.0,Mason Crosby,2.0,K,away,83,2018121603,35,left
1885140,2018-12-16T18:02:53.000,55.67,27.33,3.44,1.06,0.35,191.76,193.73,None,32386.0,Mason Crosby,2.0,K,away,84,2018121603,35,left
1885141,2018-12-16T18:02:53.100,55.58,26.99,3.39,0.98,0.34,190.85,194.16,None,32386.0,Mason Crosby,2.0,K,away,85,2018121603,35,left
1885142,2018-12-16T18:02:53.200,55.5,26.67,3.32,0.94,0.34,190.85,194.49,None,32386.0,Mason Crosby,2.0,K,away,86,2018121603,35,left
1885143,2018-12-16T18:02:53.300,55.42,26.35,3.25,0.92,0.33,190.85,194.19,first_contact,32386.0,Mason Crosby,2.0,K,away,87,2018121603,35,left
1885144,2018-12-16T18:02:53.400,55.34,26.03,3.2,0.87,0.33,191.95,194.08,None,32386.0,Mason Crosby,2.0,K,away,88,2018121603,35,left
1885145,2018-12-16T18:02:53.500,55.25,25.72,3.14,0.86,0.32,193.66,195.49,None,32386.0,Mason Crosby,2.0,K,away,89,2018121603,35,left
1885146,2018-12-16T18:02:53.600,55.17,25.42,3.08,0.84,0.31,194.86,195.88,None,32386.0,Mason Crosby,2.0,K,away,90,2018121603,35,left
1885147,2018-12-16T18:02:53.700,55.08,25.13,3.0,0.89,0.3,196.57,196.23,None,32386.0,Mason Crosby,2.0,K,away,91,2018121603,35,left
1885148,2018-12-16T18:02:53.800,55.01,24.85,2.87,1.06,0.29,196.57,196.01,None,32386.0,Mason Crosby,2.0,K,away,92,2018121603,35,left
1885149,2018-12-16T18:02:53.900,54.93,24.59,2.69,1.34,0.27,198.36,196.36,None,32386.0,Mason Crosby,2.0,K,away,93,2018121603,35,left
1885150,2018-12-16T18:02:54.000,54.85,24.34,2.54,1.55,0.26,200.51,198.72,None,32386.0,Mason Crosby,2.0,K,away,94,2018121603,35,left
1885151,2018-12-16T18:02:54.100,54.77,24.1,2.41,1.55,0.25,201.96,199.79,None,32386.0,Mason Crosby,2.0,K,away,95,2018121603,35,left
1885152,2018-12-16T18:02:54.200,54.69,23.88,2.28,1.54,0.24,203.46,202.44,None,32386.0,Mason Crosby,2.0,K,away,96,2018121603,35,left
1885153,2018-12-16T18:02:54.300,54.59,23.68,2.18,1.5,0.22,204.92,205.59,None,32386.0,Mason Crosby,2.0,K,away,97,2018121603,35,left
1885154,2018-12-16T18:02:54.400,54.49,23.49,2.05,1.55,0.21,207.0,209.44,None,32386.0,Mason Crosby,2.0,K,away,98,2018121603,35,left
1885155,2018-12-16T18:02:54.500,54.39,23.32,1.95,1.58,0.2,208.82,214.19,None,32386.0,Mason Crosby,2.0,K,away,99,2018121603,35,left
1885156,2018-12-16T18:02:54.600,54.27,23.17,1.88,1.56,0.19,211.11,219.54,None,32386.0,Mason Crosby,2.0,K,away,100,2018121603,35,left
1885157,2018-12-16T18:02:54.700,54.15,23.03,1.82,1.5,0.19,214.77,224.03,None,32386.0,Mason Crosby,2.0,K,away,101,2018121603,35,left
1885158,2018-12-16T18:02:54.800,54.02,22.91,1.73,1.35,0.18,218.29,227.64,None,32386.0,Mason Crosby,2.0,K,away,102,2018121603,35,left
1885159,2018-12-16T18:02:54.900,53.89,22.8,1.65,1.22,0.17,220.81,231.3,None,32386.0,Mason Crosby,2.0,K,away,103,2018121603,35,left
1885160,2018-12-16T18:02:55.000,53.76,22.71,1.59,1.22,0.16,224.08,236.56,None,32386.0,Mason Crosby,2.0,K,away,104,2018121603,35,left
1885161,2018-12-16T18:02:55.100,53.63,22.63,1.52,1.21,0.16,228.11,241.68,None,32386.0,Mason Crosby,2.0,K,away,105,2018121603,35,left
1885162,2018-12-16T18:02:55.200,53.49,22.57,1.48,1.23,0.15,232.61,247.94,tackle,32386.0,Mason Crosby,2.0,K,away,106,2018121603,35,left
1885163,2018-12-16T18:02:55.300,53.35,22.53,1.48,1.32,0.15,237.67,256.18,None,32386.0,Mason Crosby,2.0,K,away,107,2018121603,35,left
1885164,2018-12-16T18:02:55.400,53.2,22.5,1.44,1.24,0.14,243.27,261.44,None,32386.0,Mason Crosby,2.0,K,away,108,2018121603,35,left
1885165,2018-12-16T18:02:55.500,53.06,22.5,1.44,1.33,0.14,246.17,269.63,None,32386.0,Mason Crosby,2.0,K,away,109,2018121603,35,left
1885166,2018-12-16T18:02:55.600,52.91,22.5,1.44,1.21,0.15,249.53,275.12,None,32386.0,Mason Crosby,2.0,K,away,110,2018121603,35,left
1885167,2018-12-16T18:02:55.700,52.77,22.51,1.44,0.88,0.14,253.56,276.62,None,32386.0,Mason Crosby,2.0,K,away,111,2018121603,35,left
1885168,2018-12-16T18:02:55.800,52.63,22.53,1.44,0.75,0.14,256.75,280.27,None,32386.0,Mason Crosby,2.0,K,away,112,2018121603,35,left
1885169,2018-12-16T18:02:55.900,52.49,22.57,1.42,0.66,0.14,258.64,283.49,None,32386.0,Mason Crosby,2.0,K,away,113,2018121603,35,left
1885170,2018-12-16T18:02:56.000,52.35,22.61,1.39,0.65,0.14,260.83,287.1,None,32386.0,Mason Crosby,2.0,K,away,114,2018121603,35,left
1885171,2018-12-16T18:02:56.100,52.23,22.66,1.36,0.78,0.14,262.76,292.19,None,32386.0,Mason Crosby,2.0,K,away,115,2018121603,35,left
1885172,2018-12-16T18:02:44.700,61.38,47.26,0.13,0.5,0.02,161.87,50.68,None,39222.0,Josh Bellamy,15.0,WR,home,1,2018121603,35,left
1885173,2018-12-16T18:02:44.800,61.39,47.26,0.04,0.67,0.01,137.86,113.12,None,39222.0,Josh Bellamy,15.0,WR,home,2,2018121603,35,left
1885174,2018-12-16T18:02:44.900,61.39,47.26,0.08,0.62,0.01,124.16,170.87,None,39222.0,Josh Bellamy,15.0,WR,home,3,2018121603,35,left
1885175,2018-12-16T18:02:45.000,61.37,47.24,0.25,0.79,0.03,124.16,213.54,None,39222.0,Josh Bellamy,15.0,WR,home,4,2018121603,35,left
1885176,2018-12-16T18:02:45.100,61.34,47.21,0.41,0.88,0.04,125.73,220.67,None,39222.0,Josh Bellamy,15.0,WR,home,5,2018121603,35,left
1885177,2018-12-16T18:02:45.200,61.32,47.17,0.49,0.78,0.04,128.44,221.16,None,39222.0,Josh Bellamy,15.0,WR,home,6,2018121603,35,left
1885178,2018-12-16T18:02:45.300,61.28,47.13,0.56,0.64,0.05,132.31,221.79,None,39222.0,Josh Bellamy,15.0,WR,home,7,2018121603,35,left
1885179,2018-12-16T18:02:45.400,61.22,47.07,0.73,0.69,0.09,140.45,221.03,None,39222.0,Josh Bellamy,15.0,WR,home,8,2018121603,35,left
1885180,2018-12-16T18:02:45.500,61.17,47.01,0.81,0.64,0.08,141.63,221.1,None,39222.0,Josh Bellamy,15.0,WR,home,9,2018121603,35,left
1885181,2018-12-16T18:02:45.600,61.12,46.93,0.95,1.08,0.09,186.53,212.66,None,39222.0,Josh Bellamy,15.0,WR,home,10,2018121603,35,left
1885182,2018-12-16T18:02:45.700,61.07,46.84,1.06,1.02,0.11,210.51,207.7,kickoff,39222.0,Josh Bellamy,15.0,WR,home,11,2018121603,35,left
1885183,2018-12-16T18:02:45.800,61.02,46.75,1.18,1.78,0.1,191.65,189.82,None,39222.0,Josh Bellamy,15.0,WR,home,12,2018121603,35,left
1885184,2018-12-16T18:02:45.900,61.01,46.64,1.38,2.34,0.12,178.45,183.62,None,39222.0,Josh Bellamy,15.0,WR,home,13,2018121603,35,left
1885185,2018-12-16T18:02:46.000,61.01,46.49,1.55,2.04,0.15,178.45,178.04,None,39222.0,Josh Bellamy,15.0,WR,home,14,2018121603,35,left
1885186,2018-12-16T18:02:46.100,61.03,46.34,2.01,2.55,0.15,160.38,179.17,None,39222.0,Josh Bellamy,15.0,WR,home,15,2018121603,35,left
1885187,2018-12-16T18:02:46.200,61.04,46.14,2.52,3.21,0.21,164.2,180.3,None,39222.0,Josh Bellamy,15.0,WR,home,16,2018121603,35,left
1885188,2018-12-16T18:02:46.300,61.04,45.87,2.93,3.14,0.27,165.62,179.72,None,39222.0,Josh Bellamy,15.0,WR,home,17,2018121603,35,left
1885189,2018-12-16T18:02:46.400,61.04,45.56,3.36,3.01,0.31,166.87,180.74,None,39222.0,Josh Bellamy,15.0,WR,home,18,2018121603,35,left
1885190,2018-12-16T18:02:46.500,61.04,45.2,3.82,2.97,0.36,174.38,180.21,None,39222.0,Josh Bellamy,15.0,WR,home,19,2018121603,35,left
1885191,2018-12-16T18:02:46.600,61.03,44.81,4.21,3.38,0.39,175.43,180.72,None,39222.0,Josh Bellamy,15.0,WR,home,20,2018121603,35,left
1885192,2018-12-16T18:02:46.700,61.03,44.37,4.61,3.15,0.44,174.22,181.89,None,39222.0,Josh Bellamy,15.0,WR,home,21,2018121603,35,left
1885193,2018-12-16T18:02:46.800,61.01,43.89,5.02,2.91,0.48,168.13,182.76,None,39222.0,Josh Bellamy,15.0,WR,home,22,2018121603,35,left
1885194,2018-12-16T18:02:46.900,60.98,43.37,5.46,2.81,0.52,168.13,183.49,None,39222.0,Josh Bellamy,15.0,WR,home,23,2018121603,35,left
1885195,2018-12-16T18:02:47.000,60.94,42.81,5.77,2.46,0.56,165.19,185.04,None,39222.0,Josh Bellamy,15.0,WR,home,24,2018121603,35,left
1885196,2018-12-16T18:02:47.100,60.87,42.22,6.01,2.22,0.59,163.13,187.39,None,39222.0,Josh Bellamy,15.0,WR,home,25,2018121603,35,left
1885197,2018-12-16T18:02:47.200,60.78,41.62,6.23,1.99,0.61,160.64,189.3,None,39222.0,Josh Bellamy,15.0,WR,home,26,2018121603,35,left
1885198,2018-12-16T18:02:47.300,60.66,41.0,6.38,2.07,0.63,161.32,191.99,None,39222.0,Josh Bellamy,15.0,WR,home,27,2018121603,35,left
1885199,2018-12-16T18:02:47.400,60.52,40.37,6.52,2.26,0.65,161.32,194.28,None,39222.0,Josh Bellamy,15.0,WR,home,28,2018121603,35,left
1885200,2018-12-16T18:02:47.500,60.32,39.74,6.6,2.66,0.66,166.15,198.11,None,39222.0,Josh Bellamy,15.0,WR,home,29,2018121603,35,left
1885201,2018-12-16T18:02:47.600,60.07,39.12,6.67,3.42,0.67,173.4,203.34,None,39222.0,Josh Bellamy,15.0,WR,home,30,2018121603,35,left
1885202,2018-12-16T18:02:47.700,59.77,38.52,6.7,3.99,0.67,182.57,208.39,None,39222.0,Josh Bellamy,15.0,WR,home,31,2018121603,35,left
1885203,2018-12-16T18:02:47.800,59.42,37.95,6.65,4.35,0.67,200.79,213.35,None,39222.0,Josh Bellamy,15.0,WR,home,32,2018121603,35,left
1885204,2018-12-16T18:02:47.900,59.02,37.41,6.72,4.48,0.67,217.77,218.43,None,39222.0,Josh Bellamy,15.0,WR,home,33,2018121603,35,left
1885205,2018-12-16T18:02:48.000,58.57,36.9,6.83,4.8,0.69,232.88,223.47,None,39222.0,Josh Bellamy,15.0,WR,home,34,2018121603,35,left
1885206,2018-12-16T18:02:48.100,58.06,36.42,6.98,4.83,0.69,248.23,228.65,None,39222.0,Josh Bellamy,15.0,WR,home,35,2018121603,35,left
1885207,2018-12-16T18:02:48.200,57.51,35.99,7.09,4.69,0.71,256.06,233.56,None,39222.0,Josh Bellamy,15.0,WR,home,36,2018121603,35,left
1885208,2018-12-16T18:02:48.300,56.91,35.58,7.26,4.29,0.72,262.77,237.66,None,39222.0,Josh Bellamy,15.0,WR,home,37,2018121603,35,left
1885209,2018-12-16T18:02:48.400,56.27,35.21,7.41,3.88,0.74,274.78,241.26,None,39222.0,Josh Bellamy,15.0,WR,home,38,2018121603,35,left
1885210,2018-12-16T18:02:48.500,55.6,34.87,7.56,3.63,0.76,277.14,244.74,None,39222.0,Josh Bellamy,15.0,WR,home,39,2018121603,35,left
1885211,2018-12-16T18:02:48.600,54.89,34.57,7.65,3.34,0.76,277.14,247.82,None,39222.0,Josh Bellamy,15.0,WR,home,40,2018121603,35,left
1885212,2018-12-16T18:02:48.700,54.15,34.3,7.85,3.18,0.79,273.77,251.0,None,39222.0,Josh Bellamy,15.0,WR,home,41,2018121603,35,left
1885213,2018-12-16T18:02:48.800,53.39,34.07,7.97,3.0,0.8,276.2,253.88,None,39222.0,Josh Bellamy,15.0,WR,home,42,2018121603,35,left
1885214,2018-12-16T18:02:48.900,52.61,33.85,8.06,2.55,0.81,276.2,255.74,None,39222.0,Josh Bellamy,15.0,WR,home,43,2018121603,35,left
1885215,2018-12-16T18:02:49.000,51.82,33.66,8.14,1.96,0.82,273.05,256.85,None,39222.0,Josh Bellamy,15.0,WR,home,44,2018121603,35,left
1885216,2018-12-16T18:02:49.100,51.02,33.47,8.15,1.44,0.82,273.05,257.53,None,39222.0,Josh Bellamy,15.0,WR,home,45,2018121603,35,left
1885217,2018-12-16T18:02:49.200,50.21,33.29,8.26,0.82,0.83,271.82,257.55,None,39222.0,Josh Bellamy,15.0,WR,home,46,2018121603,35,left
1885218,2018-12-16T18:02:49.300,49.39,33.1,8.36,0.56,0.84,270.56,257.43,None,39222.0,Josh Bellamy,15.0,WR,home,47,2018121603,35,left
1885219,2018-12-16T18:02:49.400,48.56,32.89,8.48,0.55,0.86,266.47,256.42,None,39222.0,Josh Bellamy,15.0,WR,home,48,2018121603,35,left
1885220,2018-12-16T18:02:49.500,47.72,32.68,8.56,0.7,0.86,263.86,256.02,kick_received,39222.0,Josh Bellamy,15.0,WR,home,49,2018121603,35,left
1885221,2018-12-16T18:02:49.600,46.88,32.47,8.59,0.83,0.87,261.25,255.68,None,39222.0,Josh Bellamy,15.0,WR,home,50,2018121603,35,left
1885222,2018-12-16T18:02:49.700,46.04,32.25,8.67,0.72,0.87,259.7,255.33,None,39222.0,Josh Bellamy,15.0,WR,home,51,2018121603,35,left
1885223,2018-12-16T18:02:49.800,45.19,32.01,8.79,1.07,0.88,261.26,254.06,None,39222.0,Josh Bellamy,15.0,WR,home,52,2018121603,35,left
1885224,2018-12-16T18:02:49.900,44.34,31.75,8.91,1.27,0.89,259.82,252.7,None,39222.0,Josh Bellamy,15.0,WR,home,53,2018121603,35,left
1885225,2018-12-16T18:02:50.000,43.47,31.47,9.03,1.42,0.91,262.31,251.34,None,39222.0,Josh Bellamy,15.0,WR,home,54,2018121603,35,left
